Time (Sec);S15;S17;S18;S4;S26;S20;S19;S22;S29;S11;S5;S25;S16;S3;S2;S28;S21;S10;S1;S27;S23;S24;
0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;19160,0;100,0;100,0;100,0;
1,0052506666666714;99,98113199999983;99,98466399999984;99,98456399999984;99,98206319999983;99,98466399999984;99,98113199999983;99,97759999999982;99,98466399999984;99,98466399999984;99,98479279999984;99,98480879999983;99,98113199999983;99,98479279999984;99,98206319999983;99,98480879999983;99,98113199999983;99,98113199999983;99,98136079999983;19160,0;99,98123199999984;99,98113199999983;99,97759999999982;
2,0052506666666514;99,97613199999967;99,97966399999967;99,97956399999967;99,97706319999966;99,97966399999967;99,97613199999967;99,97259999999966;99,97966399999967;99,97966399999967;99,97979279999967;99,97980879999966;99,97613199999967;99,97979279999967;99,97706319999966;99,97980879999966;99,97613199999967;99,97613199999967;99,97636079999967;19160,0;99,97623199999967;99,97613199999967;99,97259999999966;
3,0052506666666323;99,9711319999995;99,9746639999995;99,9745639999995;99,9720631999995;99,9746639999995;99,9711319999995;99,96759999999949;99,9746639999995;99,9746639999995;99,9747927999995;99,9748087999995;99,9711319999995;99,9747927999995;99,9720631999995;99,9748087999995;99,9711319999995;99,9711319999995;99,9713607999995;19160,0;99,9712319999995;99,9711319999995;99,96759999999949;
4,005250666666611;99,96613199999933;99,96966399999934;99,96956399999934;99,96706319999933;99,96966399999934;99,96613199999933;99,96259999999933;99,96966399999934;99,96966399999934;99,96979279999934;99,96980879999933;99,96613199999933;99,96979279999934;99,96706319999933;99,96980879999933;99,96613199999933;99,96613199999933;99,96636079999934;19160,0;99,96623199999934;99,96613199999933;99,96259999999933;
5,0052506666666785;99,96113199999917;99,96466399999917;99,96456399999917;99,96206319999916;99,96466399999917;99,96113199999917;99,95759999999916;99,96466399999917;99,96466399999917;99,96479279999917;99,96480879999916;99,96113199999917;99,96479279999917;99,96206319999916;99,96480879999916;99,96113199999917;99,96113199999917;99,96136079999917;19160,0;99,96123199999917;99,96113199999917;99,95759999999916;
6,000000000000016;99,956131999999;99,95966399999901;99,959563999999;99,957063199999;99,95966399999901;99,956131999999;99,952599999999;99,95966399999901;99,95966399999901;99,95979279999901;99,959808799999;99,956131999999;99,95979279999901;99,957063199999;99,959808799999;99,956131999999;99,956131999999;99,956360799999;19160,0;99,956231999999;99,956131999999;99,952599999999;
7,0007866666669445;98,7671319999989;98,52016799999876;99,95456399999884;99,95206319999883;99,95466399999884;99,95113199999884;99,94759999999883;98,34095599999876;98,74698399999858;98,74711279999858;99,95480879999883;99,95113199999884;94,8618919999986;95,27097199999939;96,8121855999988;99,95113199999884;98,40916879999875;99,95136079999884;19160,0;99,95123199999884;98,23015679999875;99,94759999999883;
8,000786666667166;97,57813199999879;96,7221479999985;99,94956399999867;99,94706319999867;99,94966399999868;99,94613199999867;99,94259999999866;96,54293599999849;97,53430399999814;97,53443279999814;99,94980879999866;99,94613199999867;88,8895119999981;89,94932399999992;93,23399359999857;99,94613199999867;96,64697119999849;99,94636079999867;19160,0;99,94623199999867;96,43223679999849;99,94259999999866;
9,001897333333604;96,38913199999868;94,91235919999824;99,94456399999851;99,9420631999985;99,94466399999851;99,9411319999985;99,9375999999985;94,74481599999822;96,32162399999771;96,32175279999771;99,9448087999985;99,9411319999985;82,9287007999976;84,65078480000044;89,65580159999834;99,9411319999985;94,81292879999822;99,9413607999985;19160,0;99,94123199999851;94,63431679999823;99,9375999999985;
10,001897333333353;95,20013199999858;93,11413919999796;99,93956399999834;99,93706319999833;99,93966399999834;99,93613199999834;99,93259999999833;92,94689599999796;95,10894399999728;95,10907279999728;99,93980879999833;99,93613199999834;76,9445519999971;79,32913680000097;86,07760959999811;99,93613199999834;93,01490879999795;99,93636079999834;19160,0;99,93623199999834;92,86075039999798;99,93259999999833;
11,001897333333101;94,01113199999847;91,31631919999771;99,93456399999818;99,93206319999817;99,93466399999818;99,93113199999817;99,92759999999817;91,1490759999977;93,89626399999685;93,89639279999685;99,93480879999817;99,93113199999817;70,9720719999966;74,0074888000015;82,49941759999788;99,93113199999817;91,2530111999977;99,93136079999817;19160,0;99,93123199999818;91,03877679999772;99,92759999999817;
12,001897333332849;92,82213199999836;89,51809919999744;99,92956399999801;99,927063199998;99,92966399999801;99,926131999998;99,922599999998;89,35085599999744;92,68358399999642;92,68371279999641;99,929808799998;99,926131999998;64,9995919999961;68,68584080000203;78,92122559999765;99,926131999998;89,41896879999743;99,92636079999801;19160,0;99,92623199999801;89,24085679999746;99,922599999998;
