Time (Sec);S15;S17;S18;S4;S26;S20;S19;S22;S29;S11;S5;S25;S16;S3;S2;S28;S21;S10;S1;S27;S23;S24;
0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;19160,0;100,0;100,0;100,0;
1,0033333333333336;99,99499999999983;99,99499999999983;99,99499999999983;99,99499999999983;99,99499999999983;99,99499999999983;99,99499999999983;99,99499999999983;99,99499999999983;99,99499999999983;99,79270879999983;99,99499999999983;99,99499999999983;99,99499999999983;99,79270879999983;99,99499999999983;99,99499999999983;99,99499999999983;19160,0;99,99499999999983;99,99499999999983;99,99499999999983;
2,0033333333333347;99,98999999999967;99,98999999999967;99,98999999999967;99,98999999999967;99,98999999999967;99,98999999999967;99,98999999999967;99,98999999999967;99,98999999999967;99,98999999999967;99,78770879999966;99,98999999999967;99,98999999999967;99,98999999999967;99,78770879999966;99,98999999999967;99,98999999999967;99,98999999999967;19160,0;99,98999999999967;99,98999999999967;99,98999999999967;
3,003333333333358;99,9849999999995;99,9849999999995;99,9849999999995;99,9849999999995;99,9849999999995;99,9849999999995;99,9849999999995;99,9849999999995;99,9849999999995;99,9849999999995;99,7827087999995;99,9849999999995;99,9849999999995;99,9849999999995;99,7827087999995;99,9849999999995;99,9849999999995;99,9849999999995;19160,0;99,9849999999995;99,9849999999995;99,9849999999995;
4,003333333333381;99,97999999999934;99,97999999999934;99,97999999999934;99,97999999999934;99,97999999999934;99,97999999999934;99,97999999999934;99,97999999999934;99,97999999999934;99,97999999999934;99,77770879999933;99,97999999999934;99,97999999999934;99,97999999999934;99,77770879999933;99,97999999999934;99,97999999999934;99,97999999999934;19160,0;99,97999999999934;99,97999999999934;99,97999999999934;
5,00333333333336;99,97499999999917;99,97499999999917;99,97499999999917;99,97499999999917;99,97499999999917;99,97499999999917;99,97499999999917;99,97499999999917;99,97499999999917;99,97499999999917;99,77270879999917;99,97499999999917;99,97499999999917;99,97499999999917;99,77270879999917;99,97499999999917;99,97499999999917;99,97499999999917;19160,0;99,97499999999917;99,97499999999917;99,97499999999917;
6,0;99,97009999999901;99,97009999999901;99,97009999999901;99,97009999999901;99,97009999999901;99,97009999999901;99,97009999999901;99,97009999999901;99,97009999999901;99,97009999999901;99,767708799999;99,97009999999901;99,97009999999901;99,97009999999901;99,767708799999;99,97009999999901;99,97009999999901;99,97009999999901;19160,0;99,97009999999901;99,97009999999901;99,97009999999901;
7,003333333333317;93,14515999999884;99,96499999999884;99,96499999999884;99,96499999999884;99,96499999999884;99,96499999999884;99,96499999999884;99,96499999999884;93,14515999999884;93,14515999999884;99,76270879999883;99,96499999999884;93,14515999999884;99,96499999999884;99,76270879999883;99,96499999999884;99,96499999999884;99,96499999999884;19160,0;99,96499999999884;99,96499999999884;99,96499999999884;
8,003333333333297;86,32031999999867;99,95999999999867;99,95999999999867;99,95999999999867;99,95999999999867;99,95999999999867;99,95999999999867;99,95999999999867;86,32031999999867;86,32031999999867;99,75770879999867;99,95999999999867;86,32031999999867;99,95999999999867;99,75770879999867;99,95999999999867;99,95999999999867;99,95999999999867;19160,0;99,95999999999867;99,95999999999867;99,95999999999867;
9,003333333333275;79,49547999999851;99,9549999999985;99,9549999999985;99,9549999999985;99,9549999999985;99,9549999999985;99,9549999999985;99,9549999999985;79,49547999999851;79,49547999999851;99,7527087999985;99,9549999999985;79,49547999999851;99,9549999999985;99,7527087999985;99,9549999999985;99,9549999999985;99,9549999999985;19160,0;99,9549999999985;99,9549999999985;99,9549999999985;
